brand,model,generation,production_start,production_end,body_type,provider
"Yamaha","YZ80","","","","","nhtsa-vpic"
"Yamaha","YZ85","","","","","nhtsa-vpic"
"Yamaha","YZF-R1","","","","","nhtsa-vpic"
"Yamaha","YZF-R1M","","","","","nhtsa-vpic"
"Yamaha","YZF-R3","","","","","nhtsa-vpic"
"Yamaha","YZF-R6","","","","","nhtsa-vpic"
"Yamaha","YZF-R7","","","","","nhtsa-vpic"
"Yamaha","YZF-R9","","","","","nhtsa-vpic"
"Yamaha","YZF600R","","","","","nhtsa-vpic"
"Yamaha","YZF600W","","","","","nhtsa-vpic"
"Yamaha","YZF750R","","","","","nhtsa-vpic"
"Yamaha","Yamaha","","","","","nhtsa-vpic"
"Yamaha","ZX700","","","","","nhtsa-vpic"
"Yamaha","Zuma 125","","","","","nhtsa-vpic"
"Yamaha","Zuma 50","","","","","nhtsa-vpic"
"Yamaha","Zuma 50F","","","","","nhtsa-vpic"
"Yamaha","Zuma II","","","","","nhtsa-vpic"
"Yamasaki","M+Lite series/MQi+ Lite series","","","","","nhtsa-vpic"
"Yamasaki","M+Sport series/MQi+ Sport series","","","","","nhtsa-vpic"
"Yamasaki","MB series","","","","","nhtsa-vpic"
"Yamasaki","MB50 series","","","","","nhtsa-vpic"
"Yamasaki","MF/YM Dune Buggy","","","","","nhtsa-vpic"
"Yamasaki","MF/YM Scooter","","","","","nhtsa-vpic"
"Yamasaki","Motofino","","","","","nhtsa-vpic"
"Yamasaki","N -GT series/NQi GT series","","","","","nhtsa-vpic"
"Yamasaki","N Cargo series/NQi Cargo series","","","","","nhtsa-vpic"
"Yamasaki","N Lite series/NQi Lite series","","","","","nhtsa-vpic"
"Yamasaki","N Pro series/NQi Pro series","","","","","nhtsa-vpic"
"Yamasaki","N Sharing series/NQi Sharing series","","","","","nhtsa-vpic"
"Yamasaki","N Sport series/NQi Sport series","","","","","nhtsa-vpic"
"Yamasaki","NQi GTS series","","","","","nhtsa-vpic"
"Yamasaki","RT50 series","","","","","nhtsa-vpic"
"Yamasaki","U Pro series/UQi Pro series","","","","","nhtsa-vpic"
"Yamasaki","UM series","","","","","nhtsa-vpic"
"Yamasaki","UQi GT series","","","","","nhtsa-vpic"
"Yamasaki","YM series","","","","","nhtsa-vpic"
"Yamasaki","YM125 series","","","","","nhtsa-vpic"
"Yamasaki","YM150 series","","","","","nhtsa-vpic"
"Yamasaki","YM200 series","","","","","nhtsa-vpic"
"Yamasaki","YM250 series and above","","","","","nhtsa-vpic"
"Yamasaki","YM50 series","","","","","nhtsa-vpic"
"Yamasaki","YUM169 series","","","","","nhtsa-vpic"
"Yamasaki","YZ50 series","","","","","nhtsa-vpic"
"Yamasaki","Yamasaki Three wheel","","","","","nhtsa-vpic"
"Yamasaki","Yamasaki Two wheel","","","","","nhtsa-vpic"
"Yangtse River","Bus","","","","","nhtsa-vpic"
"Yangzhou Tonghua Semi-Trialer","Yangzhou Tonghua Semi-Trialer Co. LTD.","","","","","nhtsa-vpic"
"Yantai Haide Special Auto Works","Yantai Haide Special Auto Works","","","","","nhtsa-vpic"
"Yantai Jereh Oilfield Service Group Co.","Yantai Jereh Oilfield Service Group Co., LTD","","","","","nhtsa-vpic"
"Yanzhimei","YZM-FC","","","","","nhtsa-vpic"
"Yanzhimei","YZM-FT","","","","","nhtsa-vpic"
"Yanzhimei","YZM-TT","","","","","nhtsa-vpic"
"Yardbeast","Rederick Metal Industries Corp.","","","","","nhtsa-vpic"
"Yellow Cow Trailers, LLC","Yellow Cow Trailers, LLC","","","","","nhtsa-vpic"
"Yester Year Auto","Bucket","","","","","nhtsa-vpic"
"Yester Year Auto","Cabriolet","","","","","nhtsa-vpic"
"Yester Year Auto","Club Pickup","","","","","nhtsa-vpic"
"Yester Year Auto","Cobra","","","","","nhtsa-vpic"
"Yester Year Auto","Coupe","","","","","nhtsa-vpic"
"Yester Year Auto","Delivery","","","","","nhtsa-vpic"
"Yester Year Auto","Vicky","","","","","nhtsa-vpic"
"Yester Year Auto","Willys","","","","","nhtsa-vpic"
"YiYing","A9","","","","","nhtsa-vpic"
"YiYing","ADV","","","","","nhtsa-vpic"
"YiYing","Angel","","","","","nhtsa-vpic"
"YiYing","BIG BOY","","","","","nhtsa-vpic"
"YiYing","BWS","","","","","nhtsa-vpic"
"YiYing","Bella","","","","","nhtsa-vpic"
"YiYing","Click","","","","","nhtsa-vpic"
"YiYing","Eagle","","","","","nhtsa-vpic"
"YiYing","F35","","","","","nhtsa-vpic"
"YiYing","F9","","","","","nhtsa-vpic"
"YiYing","JCH","","","","","nhtsa-vpic"
"YiYing","Jog","","","","","nhtsa-vpic"
"YiYing","KY6","","","","","nhtsa-vpic"
"YiYing","M5","","","","","nhtsa-vpic"
"YiYing","MBK","","","","","nhtsa-vpic"
"YiYing","Mirage","","","","","nhtsa-vpic"
"YiYing","NMAX","","","","","nhtsa-vpic"
"YiYing","New Vario","","","","","nhtsa-vpic"
"YiYing","Novax","","","","","nhtsa-vpic"
"YiYing","PCX","","","","","nhtsa-vpic"
"YiYing","Q-Max","","","","","nhtsa-vpic"
"YiYing","QB","","","","","nhtsa-vpic"
"YiYing","Ravida","","","","","nhtsa-vpic"
"YiYing","Retro","","","","","nhtsa-vpic"
"YiYing","ST","","","","","nhtsa-vpic"
"YiYing","ST50","","","","","nhtsa-vpic"
"YiYing","TSL 4","","","","","nhtsa-vpic"
"YiYing","Tank","","","","","nhtsa-vpic"
"YiYing","Trendy","","","","","nhtsa-vpic"
"Yingang","Allegiance 200","","","","","nhtsa-vpic"
"Yingang","Back Roads 200","","","","","nhtsa-vpic"
"Yingang","Cafe Racer 125","","","","","nhtsa-vpic"
"Yingang","Cafe Racer 200","","","","","nhtsa-vpic"
"Yingang","Cafe Racer 250","","","","","nhtsa-vpic"
"Yingang","Cherokee 200","","","","","nhtsa-vpic"
"Yingang","Eagle 200","","","","","nhtsa-vpic"
"Yingang","Fighter 200","","","","","nhtsa-vpic"
"Yingang","General 200","","","","","nhtsa-vpic"
"Yingang","Justice 200","","","","","nhtsa-vpic"
"Yingang","Leopard 125","","","","","nhtsa-vpic"
"Yingang","Patriot 200","","","","","nhtsa-vpic"
"Yingang","Patroler 150","","","","","nhtsa-vpic"
"Yingang","Razkull 125","","","","","nhtsa-vpic"
"Yoder Utility Trailer","Yoder Utility Trailer","","","","","nhtsa-vpic"
"Yongfu","YN350S / YN350L to YN8000S / YN8000L","","","","","nhtsa-vpic"
"Yongfu","YN350S-10 / YN350L-10 to YN8000S-10 / YN8000L-10","","","","","nhtsa-vpic"
"Yongfu","YN350S-12 / YN350L-12 to YN8000S-12 / YN8000L-12","","","","","nhtsa-vpic"
"Yongfu","YN350S-16 / YN350L-16 to YN8000S-16 / YN8000L-16","","","","","nhtsa-vpic"
"Yongfu","YN350S-19 / YN350L-19 to YN8000S-19 / YN8000L-19","","","","","nhtsa-vpic"
"Yongfu","YN350S-2 / YN350L-2 to YN8000S-2 / YN8000L-2","","","","","nhtsa-vpic"
"Yongfu","YN350S-21 / YN350L-21 to YN8000S-21 / YN8000L-21","","","","","nhtsa-vpic"
"Yongfu","YN350S-28 / YN350L-28 to YN8000S-28 / YN8000L-28","","","","","nhtsa-vpic"
"Yongfu","YN350S-29 / YN350L-29 to YN8000S-29 / YN8000L-29","","","","","nhtsa-vpic"
"Yongfu","YN350S-3 / YN350L-3 to YN8000S-3 / YN8000L-3","","","","","nhtsa-vpic"
"Yongfu","YN350S-30 / YN350L-30 to YN8000S-30 / YN8000L-30","","","","","nhtsa-vpic"
"Yongfu","YN350S-4 / YN350L-4 to YN8000S-4 / YN8000L-4","","","","","nhtsa-vpic"
"Yongfu","YN350S-5 / YN350L-5 to YN8000S-5 / YN8000L-5","","","","","nhtsa-vpic"
"Yongfu","YN350S-6 / YN350L-6 to YN8000S-6 / YN8000L-6","","","","","nhtsa-vpic"
"Yongfu","YN350S-7 / YN350L-7 to YN8000S-7 / YN8000L-7","","","","","nhtsa-vpic"
"Yongfu","YN350S-8 / YN350L-8 to YN8000S-8 / YN8000L-8","","","","","nhtsa-vpic"
"Yongfu","YN50QT / YN125 / YN150T / YN250T / YN300 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-10 / YN125-10 / YN150T-10 / YN250T-10 / YN300-10 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-11 / YN150T-11 / YN250T-11 / YN125-11 / YN300-11","","","","","nhtsa-vpic"
"Yongfu","YN50QT-12 / YN125-12 / YN150T-12 / YN250T-12 / YN300-12 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-16 / YN125-16 / YN150T-16 / YN250T-16 / YN300-16 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-19 / YN125-19 / YN150T-19 / YN250T-19 / YN300-19 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-2 / YN125-2 / YN150T-2 / YN250T-2 / YN300-2 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-21 / YN125-21 / YN150T-21 / YN250T-21 / YN300-21 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-28 / YN125-28 / YN150T-28 / YN250T-28 / YN300-28 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-29 / YN125-29 / YN150T-29 / YN250T-29 / YN300-29 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-2A / YN125-2A / YN150T-2A / YN250T-2A / YN300-2A etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-3 / YN125-3 / YN150T-3 / YN250T-3 / YN300-3 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-30 / YN125-30 / YN150T-30 / YN250T-30 / YN300-30 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-4 / YN125-4 / YN150T-4 / YN250T-4 / YN300-4 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-5 / YN125-5 / YN150T-5 / YN250T-5 / YN300-5 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-6 / YN125-6 / YN150T-6 / YN250T-6 / YN300-6 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-7 / YN125-7 / YN150T-7 / YN250T-7 / YN300-7 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-8 / YN125-8 / YN150T-8 / YN250T-8 / YN300-8 etc.","","","","","nhtsa-vpic"
"Yongfu","YN50QT-9 / YN150T-9 / YN250T-9 / YN125-9 / YN300-9","","","","","nhtsa-vpic"
"Yongfu","YN50QT; YN150T; YN250T","","","","","nhtsa-vpic"
"Yongkang MTL Metal Products Co., Ltd.","Yongkang MTL Metal Products Co., Ltd.","","","","","nhtsa-vpic"
"Yongxin","G300","","","","","nhtsa-vpic"
"Yongxin","G500","","","","","nhtsa-vpic"
"Yongxin","H2","","","","","nhtsa-vpic"
"Yongxin","H3","","","","","nhtsa-vpic"
"Yongxin","PA6","","","","","nhtsa-vpic"
"Yongxin","Plus","","","","","nhtsa-vpic"
"Yongxin","Stage","","","","","nhtsa-vpic"
"Yongxin","Tank","","","","","nhtsa-vpic"
"Yongxin","Votex","","","","","nhtsa-vpic"
"Yongxin","Zorex","","","","","nhtsa-vpic"
"York Welding and Fabrication","York Welding and Fabrication LLC","","","","","nhtsa-vpic"
"Younessi Motors","Younessi Motors, LLC","","","","","nhtsa-vpic"
"Yozzy","Yozzy","","","","","nhtsa-vpic"
"Yuba Trailer","Yuba Trailer Inc.","","","","","nhtsa-vpic"
"Yueben","G300","","","","","nhtsa-vpic"
"Yueben","G500","","","","","nhtsa-vpic"
"Yueben","H2","","","","","nhtsa-vpic"
"Yueben","H3","","","","","nhtsa-vpic"
"Yueben","PA6","","","","","nhtsa-vpic"
"Yueben","Plus","","","","","nhtsa-vpic"
"Yueben","Stage","","","","","nhtsa-vpic"
"Yueben","Tank","","","","","nhtsa-vpic"
"Yueben","Votex","","","","","nhtsa-vpic"
"Yueben","Zorex","","","","","nhtsa-vpic"
"Yugong","YJ-Series","","","","","nhtsa-vpic"
"Yukon","Yukon","","","","","nhtsa-vpic"
"Yukon Marine Corp.","Yukon Marine Corp.","","","","","nhtsa-vpic"
"Yulu","YJ-Series","","","","","nhtsa-vpic"
"Yuma Welding and Fabrication","Yuma Welding and Fabrication","","","","","nhtsa-vpic"
"Yurko Custom Cycles","Yurko Custom Cycles","","","","","nhtsa-vpic"
"Z","Z","","","","","nhtsa-vpic"
"Z Electric Vehicle Corporation","Z Electric Vehicle Corporation","","","","","nhtsa-vpic"
"Z Fabrication Wildfire Pits and Smokers","Z Fabrication Wildfire Pits and Smokers","","","","","nhtsa-vpic"
"Z TRAILERS","Z TRAILERS","","","","","nhtsa-vpic"
"Z Z CHOPS","Z Z CHOPS","","","","","nhtsa-vpic"
"Z3 SUPPLY","Z3 SUPPLY","","","","","nhtsa-vpic"
"ZAGO TRAILERS","ZAGO TRAILERS","","","","","nhtsa-vpic"
"ZAKS CUSTOM PITS","ZAKS CUSTOM PITS","","","","","nhtsa-vpic"
"ZAMR.A.C SYSTEM INC","ZAMR.A.C SYSTEM INC","","","","","nhtsa-vpic"
"ZAP","2 Passenger","","","","","nhtsa-vpic"
"ZAP","4 Passenger","","","","","nhtsa-vpic"
"ZAP","6 Passenger","","","","","nhtsa-vpic"
"ZAP","First Edition","","","","","nhtsa-vpic"
"ZARK","Zark Trailers","","","","","nhtsa-vpic"
"ZAT ENTERPRISES","Custom series","","","","","nhtsa-vpic"
"ZAT ENTERPRISES","Standard series","","","","","nhtsa-vpic"
"ZEC","ZEC","","","","","nhtsa-vpic"
"ZECK GMBH","ZECK GMBH","","","","","nhtsa-vpic"
"ZEEHO","ZH5000DT","","","","","nhtsa-vpic"
"ZEHR ENTERPRISES INC","ZEHR ENTERPRISES INC","","","","","nhtsa-vpic"
"ZELIGSON","Zeligson","","","","","nhtsa-vpic"
"ZENGCHENG HAILI MOTORCYCLE CO","ZENGCHENG HAILI MOTORCYCLE CO","","","","","nhtsa-vpic"
"ZENN","MC2","","","","","nhtsa-vpic"
"ZERIMAR","ZERIMAR","","","","","nhtsa-vpic"
"ZEUS CHOPPERS","ZC-B","","","","","nhtsa-vpic"
"ZEUS CHOPPERS","ZC-C","","","","","nhtsa-vpic"
"ZEUS CHOPPERS","ZC-PS1","","","","","nhtsa-vpic"
"ZEUS CHOPPERS","ZC-PS2","","","","","nhtsa-vpic"
"ZF-KY","ZF3000DGY","","","","","nhtsa-vpic"
"ZF-KY","ZF4000DGY","","","","","nhtsa-vpic"
"ZG TRAILERS","ZG TRAILERS","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / COLEMAN","JL150T","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / COLEMAN","JL175ZK","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / COLEMAN","JL50QT","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / COLEMAN","JM300ZD","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / COLEMAN","MetaCycle","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / SONDORS","JL150T","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / SONDORS","JL175ZK","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / SONDORS","JL50QT","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / SONDORS","JM300ZD","","","","","nhtsa-vpic"
"ZHEJIANG GEELY MING INDUSTRIAL CO., LTD / SONDORS","MetaCycle","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY150T-19/YY250T-19","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY150T-2/YY250T-2/YY150-2/YY250-2","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY150T-4","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY150T/YY250T/YY150/YY250","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY250T-2A","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY305S-3 or YY350L-3 To YY8000S-3 or YY8000L-3","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S or YY350L To YY800S or YY800L","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-10 or YY350L-10 To YY8000S-10 or YY8000L-10","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-12 or YY350L-12 To YY8000S-10 or YY8000L-12","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-16 or YY350L-16 To YY8000S-16 or YY8000L-16","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-19 or YY350L-19 To YY8000S-19 or YY8000L-19","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-2 or YY350L-2 To YY8000S-2 or YY8000L-2","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-21 or YY350L-21 To YY8000S-21 or YY8000L-21","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-28 or YY350L-28 To YY8000S-28 or YY8000L-28","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-29 or YY350L-29 To YY8000S-29 or YY8000L-29","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-30 or YY350L-30 To YY8000S-30 or YY8000L-30","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-4 or YY350L-4 To YY8000S-4 or YY8000L-4","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-5 or YY350L-5 To YY8000S-5 or YY8000L-5","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-6 or YY350L-6 To YY8000S-6 or YY8000L-6","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-7 or YY350L-7 To YY8000S-7 or YY8000L-7","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY350S-8 or YY350L-8 To YY8000S-8 or YY8000L-8","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-10/YY150T-10","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-12/YY150T-12/YY250T-12","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-16","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-21/YY150T-21","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-28/YY150T-28","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-29/YY150T-29","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-3/YY150T-3/YY250T-3","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-30/YY150T-30","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-5/YY150T-5","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-6","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-7","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","YY50QT-8/YY150T-8/YY250T-8","","","","","nhtsa-vpic"
"ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO","","","","","nhtsa-vpic"
"ZHEJIANG KANGDI VEHICLES","All terrain vehicle","","","","","nhtsa-vpic"
"ZHEJIANG KANGDI VEHICLES","Bike","","","","","nhtsa-vpic"
"ZHEJIANG KANGDI VEHICLES","Go-kart","","","","","nhtsa-vpic"
"ZHEJIANG KANGDI VEHICLES","Golf car","","","","","nhtsa-vpic"
"ZHEJIANG KANGDI VEHICLES","Motorcycle","","","","","nhtsa-vpic"
"ZHEJIANG KANGDI VEHICLES","Utility Vehicle","","","","","nhtsa-vpic"
"ZHEJIANG LEIKE MACHINE INDUSTRY CO","ZHEJIANG LEIKE MACHINE INDUSTRY CO","","","","","nhtsa-vpic"
"ZHEJIANG LINGYU VEHICLE INDUSTRY CO","FEILING","","","","","nhtsa-vpic"
"ZHEJIANG LINGYU VEHICLE INDUSTRY CO","HUATIAN","","","","","nhtsa-vpic"
"ZHEJIANG LINGYU VEHICLE INDUSTRY CO","JIAJI","","","","","nhtsa-vpic"
"ZHEJIANG LINGYU VEHICLE INDUSTRY CO","Scooter","","","","","nhtsa-vpic"
"ZHEJIANG LONGWISE TECHNOLOGY CO","ZHEJIANG LONGWISE TECHNOLOGY CO","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","HTX","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","INNOX","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MB5","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MKK","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MTB","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MTC","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MTD","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MTE","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MVV","","","","","nhtsa-vpic"
"ZHEJIANG LUYUAN ELECTRIC VEHICLE / LUYUAN","MYY","","","","","nhtsa-vpic"
"ZHEJIANG RIYA MOTORCYCLE CO","ZHEJIANG RIYA MOTORCYCLE CO","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","Motofino","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","Retro 50","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","Roadpower 125","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","Roadpower 50","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","Sanben","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","United Motors","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","VX150","","","","","nhtsa-vpic"
"ZHEJIANG TAIZHOU WANGYE POWER CO","Wangye","","","","","nhtsa-vpic"
"ZHEJIANG XINGYUE VEHICLE CO","ZHEJIANG XINGYUE VEHICLE CO","","","","","nhtsa-vpic"
"ZHILONG","A9","","","","","nhtsa-vpic"
"ZHILONG","ADV","","","","","nhtsa-vpic"
"ZHILONG","ANGEL","","","","","nhtsa-vpic"
"ZHILONG","BIG BOY","","","","","nhtsa-vpic"
"ZHILONG","BWS","","","","","nhtsa-vpic"
"ZHILONG","CLICK","","","","","nhtsa-vpic"
"ZHILONG","EAGLE","","","","","nhtsa-vpic"
"ZHILONG","F35","","","","","nhtsa-vpic"
"ZHILONG","JCH","","","","","nhtsa-vpic"
"ZHILONG","KY6","","","","","nhtsa-vpic"
"ZHILONG","M5","","","","","nhtsa-vpic"
"ZHILONG","MIRAGE","","","","","nhtsa-vpic"
"ZHILONG","NMAX","","","","","nhtsa-vpic"
"ZHILONG","New Vario","","","","","nhtsa-vpic"
"ZHILONG","Novax","","","","","nhtsa-vpic"
"ZHILONG","PCX","","","","","nhtsa-vpic"
"ZHILONG","Q-MAX","","","","","nhtsa-vpic"
"ZHILONG","QB","","","","","nhtsa-vpic"
"ZHILONG","RAVIDA","","","","","nhtsa-vpic"
"ZHILONG","RETRO","","","","","nhtsa-vpic"
"ZHILONG","ST","","","","","nhtsa-vpic"
"ZHILONG","TRENDY","","","","","nhtsa-vpic"
"ZHILONG","TSL","","","","","nhtsa-vpic"
"ZHILONG","Tank","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150A","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150B","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150C","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150D","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150E","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150F","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150G","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150H","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150J","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-150K","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50A","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50B","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50C","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50D","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50E","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50F","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50G","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50H","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50J","","","","","nhtsa-vpic"
"ZHONGXING","ZXGS-50K","","","","","nhtsa-vpic"
"ZHWEKI","1 Series","","","","","nhtsa-vpic"
"ZHWEKI","10 Series","","","","","nhtsa-vpic"
"ZHWEKI","11 Series","","","","","nhtsa-vpic"
"ZHWEKI","2 Series","","","","","nhtsa-vpic"
"ZHWEKI","3 Series","","","","","nhtsa-vpic"
"ZHWEKI","5 Series","","","","","nhtsa-vpic"
"ZHWEKI","6 Series","","","","","nhtsa-vpic"
"ZHWEKI","7 Series","","","","","nhtsa-vpic"
"ZHWEKI","8 Series","","","","","nhtsa-vpic"
"ZHWEKI","9 Series","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-10/ZW125T-10/ZW150T-10","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-11/ZW125T-11/ZW150T-11","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-2/ZW125T-2/ZW150T-2","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-3/ZW125T-3/ZW150T-3","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-4/ZQ125T-4/ZW150T-4","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-5/ZW125T-5/ZW150T-5","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-6/ZW125T-6/ZW150T-6","","","","","nhtsa-vpic"
"ZHWEKI","ZW50QT-7/ZW125T-7/ZW150T-7","","","","","nhtsa-vpic"
